image_id,caption
9191,"A round coin featuring a star and flame design, inscribed with ""Никто не забудит. Ничто не забыто"" and dates ""1941-1945."""
9192,"A man with a shaved head wearing a teal sports jersey smiles with arms crossed, outside an arena."
9193,"The image shows a cluttered table with campaign materials, including brochures, office supplies, and a large sign displaying ""Mike Koziar."""
9194,"A large billboard showcases two women in bikinis, promoting a bikini top priced at $16.90."
9195,"An iPhone 4 is shown disassembled, with its back cover removed, revealing internal components and the battery."
9196,"A modern reception area featuring decorated cabinetry, large houseplants in flowerpots, and sleek wooden furniture."
9197,"A green bottle labeled ""Mystic Mary of the Gael,"" a saison-style farmhouse ale from Chelsea, Massachusetts."
9198,"The image shows a metallic tool and a ruler, with the tool appearing blocky and irregular in shape."
9199,"A yellow traffic sign indicates caution ahead, with a warning about civil protection due to volcanic activity."
9200,"A chilled bottle of James Squire Amber Ale, 345ml, showcasing its distinctive label and rich amber color."
9201,The image displays a digital clock showing the time as 15:44 and a temperature reading of 30°C.
9202,"An All Nippon Airways (ANA) airplane is landing over calm water, showcasing its sleek design and branding."
9203,"A young man wearing a black sports uniform with a logo and sponsor branding, smiling for the camera."
9204,"A colorful, modern clock featuring LED lights and a circuit board design, showcasing a unique blend of technology and functionality."
9205,"A vintage green car with a distinctive hood ornament, featuring a license plate from Cuba, parked on a street."
9206,A sailboat is docked in a canal surrounded by colorful buildings and other boats.
9207,"A stop sign displays ""STOP"" prominently, with a playful message underneath saying ""Being Lame,"" along with an ""ALL WAY"" sign below."
9208,"The image showcases a display case featuring sports jerseys, memorabilia, and awards, highlighting various achievements in sports."
9209,"A Samsung laptop displays a blue screen with ""Recovery Solution III"" on it, featuring a visible keyboard."
9210,"A hand holds a colorful beer can featuring a cartoon mascot with a mustache, celebrating a baseball anniversary."
9211,"The image showcases a selection of baby personal care products, including shampoo, body wash, lotion, and wipes, all labeled ""BABY."""
9212,"A baseball stadium with empty seating, a flagpole, and a player in the outfield."
9213,"A sleek black mobile phone displays various apps, including Facebook and YouTube, with a red background on the home screen."
9214,"The image features an open book displaying two pages of text about ""Karajan,"" with sections in German and English."
9215,A close-up of a white mobile phone screen showing various app icons and a time display of 19:27.
9216,"A bottle of Stoudts Fat Dog beer is placed on a bar, showcasing its colorful label in a dimly lit setting."
9217,"Two teams compete in a football match, with players attempting to control the ball mid-air while one player is leaping."
9218,"A person with long hair is wearing a yellow sports jersey featuring the name ""IBRAHIMOVIC"" and the number ""10."""
9219,"Four young men in white clothing are playing a game against a green wall, engaged in an activity similar to pelota."
9220,"A close-up view of a dirty computer keyboard, revealing worn keys and noticeable dust on the surface."
9221,"A snowboarder jumps off a rail in a snowy landscape under a bright sun, showcasing winter sports action."
9222,"A blue corduroy dress with a red sailor-themed bodice and a matching pocket, suitable for young girls."
9223,A glass of beer with a golden hue displays the Phillips Brewing Company logo prominently.
9224,"The image shows a bottle of ""Salsa Roja Del Primo"" with a yellow cap, set against a blue background."
9225,"The image shows an ASUS Fonepad 7 tablet in its packaging, highlighting features like its size, weight, and camera specifications."
9226,"Ornate wall clock featuring a floral metal frame, with black numbers and hour and minute hands on a light background."
9227,"A hand holds a bottle labeled ""Dirty Granny,"" featuring a colorful design and reading ""Matured Apple Cider."""
9228,"A brown box filled with cardboard, featuring a prominent warning: ""DO NOT FILL OVER THIS LINE."""
9229,"A soccer match scene shows players in red and green uniforms on a grassy field, with spectators in the background."
9230,"A small white boat is anchored in clear water, with several pelicans perched on its edges."
9231,"The image features various clear glass jars, including Ball mason jars, with one large jar containing a light-colored substance."
9232,"A pack of 24 Aquafina bottled water, featuring clear bottles with blue labels, sits on a store shelf."
9233,"Open book page featuring text from a literary work, discussing topics of health and social interactions, on a yellowed background."
9234,"A grand postal museum building with a white stone facade, featuring arched windows and a pedestrian entrance. A van is parked nearby."
9235,"A silver coin displaying a stylized ""B"" symbol, marked ""10 mBTC"" and dated ""2014,"" against a smooth background."
9236,"A collection of various coins, including a prominent 1908 Indian Head penny, surrounded by silver coins."
9237,A young woman is focused on a camera while using a computer monitor displaying a live chat interface.
9238,"A man gestures while explaining ideas on a whiteboard, featuring sketches and notes about feelings and experiences."
9239,"A person holds a pizza slice cutter above a pepperoni pizza on a kitchen counter, surrounded by various kitchen items."
9240,"A young man in a green sports uniform looks up while standing on a baseball field, preparing to catch the ball."
9241,"The image features a colorful comic strip with various scenes depicting daily activities, thoughts, and interactions."
9242,"A bottle of Thornbridge Raven Black IPA, 6.6% ABV, featuring a central image of a statue and artistic label design."
9243,"Control panel of a home appliance, featuring buttons for filter reset, humidity control, Sabbath mode, and door alarm."
9244,"The image shows a display of various mobile phones arranged on glass shelves, with price tags attached."
9245,"Two parking meters are visible, one covered with a plastic bag. Green signage indicates a two-hour limit, Monday to Friday."
9246,"A blue and white Stagecoach bus shows its logo and registration plate, reading ""S805 BWC."""
9247,"A bottle of Glenmorangie Highland Single Malt Scotch Whisky is prominently displayed, with a glass partially filled with whisky."
9248,The image shows a First Day Cover envelope featuring a woman's silhouette and stamps from Vietnam.
9249,"A cookbook titled ""The Barbecue Bible!"" by Steven Raichlen, featuring over 500 recipes and colorful images of barbecue dishes."
9250,"The image shows coffee cups on a table at Costa Coffee, with a water bottle and a watch nearby."
9251,A studio couch with gray bedding and decorative pillows is positioned against a backdrop of large painted panels.
